,source,author,title,description,url,urlToImage,publishedAt,content
313,"{'id': None, 'name': 'Ctvnews.ca'}",Jim Mustian and Jeffrey Collins,New York quiets as it becomes next virus hot spot - CTV News,"New York quiets as it becomes next virus hot spot CTV News 'I'm gonna go to work': How Andrew Cuomo and his press conferences contrast with President Trump CNN US coronavirus cases surge to 30,000 as states urge Trump for federal help The Guardian Cuomo gives…",https://www.ctvnews.ca/health/coronavirus/new-york-quiets-as-it-becomes-next-virus-hot-spot-1.4863262,https://www.ctvnews.ca/polopoly_fs/1.4863593.1584912762!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg,2020-03-22T11:13:00Z,"NEW YORK -- 
No more play dates, no more picnics in the park with friends, no more pickup games of basketball. No more commuting or using public transport -- unless absolutely essential. New York is implemented dramatic restrictions Sunday in an attempt to s… [+8763 chars]"
314,"{'id': None, 'name': 'Yahoo.com'}",By Andrea Shalal and Susan Heavey,"U.S. coronavirus lockdown to last 10-12 weeks, top Trump official says","The lockdown affecting large segments of the American public to try to curb the spread of the coronavirus is likely to last 10 to 12 weeks, or until early Ju...",https://news.yahoo.com/u-coronavirus-lockdown-last-10-140103849.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2020-03-22T14:01:03Z,"By Andrea Shalal and Susan Heavey
WASHINGTON, March 22 (Reuters) - The lockdown affecting large segments of the American public to try to curb the spread of the coronavirus is likely to last 10 to 12 weeks, or until early June, U.S. Treasury Secretary Steven… [+1577 chars]"
315,"{'id': None, 'name': 'Yahoo.com'}",By David Ljunggren,"Canada coronavirus death toll jumps, officials could punish those ignoring precautions","The Canadian death toll from the coronavirus outbreak jumped by more than 50% on Sunday, and impatient officials threatened to punish people refusing to take precautions to fight the spread of the highly contagious illness. The number of deaths from the respi…",https://news.yahoo.com/canada-coronavirus-death-toll-jumps-152241295.html,https://s.yimg.com/ny/api/res/1.2/IcJMEl.uE9Dlqjpw3.R4eQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04OTIuOA--/https://s.yimg.com/uu/api/res/1.2/9NosdlqPUE9PzGIHb1Llrw--~B/aD01NTg7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/202783c57a15c7aef0ca72559a3099b7,2020-03-22T15:22:41Z,"By David Ljunggren
OTTAWA (Reuters) - The Canadian death toll from the coronavirus outbreak jumped by more than 50% on Sunday, and impatient officials threatened to punish people refusing to take precautions to fight the spread of the highly contagious illne… [+2292 chars]"
316,"{'id': None, 'name': 'Yahoo.com'}",By Praveen Menon,New Zealand prepares to enter lockdown as coronavirus cases surge,"New Zealand said on Monday it will move to its highest alert level imposing self-isolation, with all-non-essential services, schools and offices to be shut over the next 48 hours as the number of coronavirus cases more than double. Prime Minister Jacinda Arde…",https://news.yahoo.com/zealand-reports-36-coronavirus-cases-235919040.html,https://s.yimg.com/ny/api/res/1.2/BHO2dDZc.blEO5H_wth_Hw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD05MTAuNA--/https://s.yimg.com/uu/api/res/1.2/WCe6j.XenZ9jd4fYU6tHEQ--~B/aD01Njk7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/90cf66b080e05a356c09e4dd7f2ab186,2020-03-22T23:59:19Z,"By Praveen Menon
WELLINGTON (Reuters) - New Zealand said on Monday it will move to its highest alert level imposing self-isolation, with all-non-essential services, schools and offices to be shut over the next 48 hours as the number of coronavirus cases more… [+3391 chars]"
317,"{'id': None, 'name': 'Yahoo.com'}","Rasha Ali, USA TODAY",United Airlines reinstates some international flights to help displaced customers get home,"United Airlines is temporarily reinstating flights between Newark, Washington and San Francisco and Asia, Europe, Israel, Australia and Brazil.",https://news.yahoo.com/united-airlines-cuts-95-international-174510046.html,https://s.yimg.com/ny/api/res/1.2/iJGhqrTfbBeXETPpXKHC1A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/hAdEw.A7xQ3lfStb8Vt90Q--~B/aD0yMDAwO3c9MzAwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-us/usa_today_travel_320/0c4844482617c410de5ad5966b5416e9,2020-03-22T01:28:30Z,"A day after Friday's announcement that it would reduce international flights by 95% for April due to the government's coronavirus-induced travel advisories, United Airlines said it is reinstating a handful of international flights to Asia, Australia, Latin Am… [+3866 chars]"
318,"{'id': 'time', 'name': 'Time'}",Jeffrey Kluger,What Astronauts Can Teach Us About Isolation and Quarantine,There's regular isolation and then there's space,https://time.com/5807225/astronauts-isolation-quarantine-coronavirus/,https://api.time.com/wp-content/uploads/2020/03/Apollo-11-quarantine.jpg?quality=85&w=1200&h=628&crop=1,2020-03-22T12:00:04Z,"It’s not hard to practice social distancing at Russia’s Baikonur Cosmodrome. Once you get away from the hangars and launch pad and the railroad line that connects them, the place is practically bucolic—a large, leafy compound of low-slung buildings, less a sp… [+6021 chars]"
319,"{'id': None, 'name': 'Huffpost.com'}",AP,"As Crisis Deepens, Congressional Rescue Deal Teeters","Democrats say the package does not go far enough to provide health care and unemployment aid for Americans, and caters too much to big business.",https://www.huffpost.com/entry/coronavirus-crisis-congress-deal_n_5e77c742c5b63c3b64929c2f,https://img.huffingtonpost.com/asset/5e77c8402300002b1ade4e10.jpeg?ops=1778_1000,2020-03-22T20:30:36Z,"WASHINGTON (AP) Top-level negotiations between Congress and the White House teetered Sunday on a nearly $1.4 trillion economic rescue package, as the coronavirus crisis deepened and President Donald Trump called for a deal to steady a shuttered nation.
Treas… [+7431 chars]"
320,"{'id': None, 'name': 'Huffpost.com'}",Kevin Robillard,Why Elizabeth Warren Is Everywhere On Coronavirus Response,"Her presidential bid is over, but the Massachusetts senator is still the Democratic Party’s ideas factory.",https://www.huffpost.com/entry/why-elizabeth-warren-is-everywhere-on-coronavirus-response_n_5e7231ebc5b6eab7794038a7,https://img.huffingtonpost.com/asset/5e76ad39230000a6210c67d6.jpeg?cache=GpGlIbyOni&ops=1200_630,2020-03-22T15:17:19Z,"On March 4, Massachusetts Sen. Elizabeth Warren was in the middle of ending her 14-month presidential bid, following a disappointing finish in key states on Super Tuesday. She would officially drop out the next day.
Still, Warren found time to fire off a let… [+5215 chars]"
321,"{'id': None, 'name': 'Huffpost.com'}",Jonathan Cohn,Here’s What GM And Ford Can (And Can’t) Do To Help With Ventilators,"GM and Ford aren't about to start churning out ventilators, but their suppliers could make a difference.",https://www.huffpost.com/entry/gm-ford-suppliers-ventilators-michigan_n_5e77d35dc5b63c3b6492a66c,https://img.huffingtonpost.com/asset/5e77d42a2300003d1ade4e18.jpeg?ops=1200_630,2020-03-22T23:59:57Z,"General Motors factories aren’t about to start churning out ventilators. 
But some smaller manufacturers that supply parts for GM vehicles are about to shift production in order to help companies already making ventilators produce even more of them.
That co… [+6959 chars]"
322,"{'id': 'usa-today', 'name': 'USA Today'}","USA TODAY, John Bacon, USA TODAY","Coronavirus live updates: US surpasses 26,000 cases as Senate negotiates massive stimulus package; New Jersey, Hawaii join in restrictions","Millions of Americans are facing stay-at-home orders. Senators are still negotiating a stimulus package that would send Americans payments of $1,200.",https://www.usatoday.com/story/news/health/2020/03/22/coronavirus-updates-us-state-lockdowns-stimulus-package-congress-pence/2877552001/,"https://www.gannett-cdn.com/presto/2020/02/27/USAT/e582d7ca-5196-42bf-b715-1898f6acbfc6-Day_in_pictures_Feb._27_2020_03.JPG?crop=5555,3125,x0,y282&width=3200&height=1680&fit=bounds",2020-03-22T11:18:02Z,"President Donald Trump says everyone is working hard to pass additional legislation for economic relief during the coronavirus pandemic.
USA TODAY
A bipartisan deal appeared imminent Sunday on a ballooning stimulus package aimed at pumping life into a natio… [+7249 chars]"
323,"{'id': None, 'name': 'Newyorker.com'}",Emily Witt,Performing Artists and the Financial Fallout of the Coronavirus,Emily Witt writes about the economic impact of the coronavirus pandemic among freelancers who work in the arts industry.,https://www.newyorker.com/news/our-local-correspondents/performing-artists-and-the-financial-fallout-of-the-coronavirus,"https://media.newyorker.com/photos/5e768e82ace85e000886315b/16:9/w_1280,c_limit/Witt-CVperformers.jpg",2020-03-22T10:00:00Z,"Dance/NYC has been conducting a survey of the dance industry since the closures began. Alejandra Duque Cifuentes, its executive director, told me that, among the fifty-four responses the organization had received by Sunday, the average self-reported annual in… [+7320 chars]"
324,"{'id': None, 'name': 'Newyorker.com'}",David Remnick,How the Coronavirus Shattered Trump’s Serene Confidence,"COVID-19 is unimpressed and unimpeded by the President’s bluster. And the prolonged process of his humbling has put untold numbers of Americans at risk, David Remnick writes.",https://www.newyorker.com/magazine/2020/03/30/how-the-coronavirus-shattered-trumps-serene-confidence,"https://media.newyorker.com/photos/5e7570085749570008a1b230/16:9/w_1280,c_limit/200330_r36125.jpg",2020-03-22T10:00:00Z,"Early last week, the Trump erawhich defined itself by a lurid celebration of alternative facts, a contempt for science, and an assault on global institutions and the administrative statecame to an end. Regrettably, Donald Trump remains in office, but, at leas… [+6811 chars]"
325,"{'id': None, 'name': 'Theatlantic.com'}",Sara Nelson,Here’s a Rescue Plan That Puts People First,"I lead a union that represents 50,000 flight attendants across 20 airlines—and we can help them, and rein in the worst corporate behavior in the process.",https://www.theatlantic.com/ideas/archive/2020/03/sara-nelson-people-first-rescue-plan/608557/,https://cdn.theatlantic.com/thumbor/OYPHleYbvji7HS8-IgetiuZsPRg=/883x1758:4436x3609/960x500/media/img/mt/2020/03/RTS35J8Q/original.jpg,2020-03-22T17:55:01Z,"The coronavirus is a financial catastrophe for aviation, dwarfing the economic effects of the Great Recession and 9/11 combined. Our industry will collapse in weeks without government help. To save aviation—and every other sector of our economy—we need to mak… [+4213 chars]"
326,"{'id': None, 'name': 'Theatlantic.com'}",Peter Nicholas,Who Says Bipartisanship Is Dead?,Steve Mnuchin and Nancy Pelosi are working together to blunt the impact of the coronavirus crisis.,https://www.theatlantic.com/politics/archive/2020/03/mnuchin-and-pelosi-fight-coronavirus/608518/,https://cdn.theatlantic.com/thumbor/wXMkJmVXK1-6xKo24x-dy6GaPoY=/0x43:2000x1085/960x500/media/img/mt/2020/03/Webart_Pelosi/original.jpg,2020-03-22T10:00:00Z,"Last week, Treasury Secretary Steve Mnuchin was on Capitol Hill, speaking with House Speaker Nancy Pelosi on his cellphone, when the connection started to go bad. Pelosi invited him over to talk in person. They met in her office, sitting in yellow-striped cha… [+4510 chars]"
327,"{'id': None, 'name': 'Theatlantic.com'}","Vivek H. Murthy, Alice T. Chen",America Faces a Social Recession,"Economic slowdowns are easy to measure, but the lingering damage to communal bonds may be no less harmful.",https://www.theatlantic.com/ideas/archive/2020/03/america-faces-social-recession/608548/,https://cdn.theatlantic.com/thumbor/RwLw0L6_iama6_oFEA8H_gTuAGQ=/0x432:5990x3552/960x500/media/img/mt/2020/03/h_15344124/original.jpg,2020-03-22T10:00:00Z,"In early March, as cases of the novel coronavirus were increasing far more quickly than doctors in the United States could detect, the two of us knew we had to change how we and our two small children were living our lives. We canceled birthday parties, medic… [+8811 chars]"
328,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Coronavirus: Germany tightens curbs and bans meetings of more than two,The country expands restrictions on social interaction as Chancellor Merkel goes into quarantine.,https://www.bbc.co.uk/news/world-europe-51999080,https://ichef.bbci.co.uk/news/1024/branded_news/45EA/production/_111389871_d5e48b8c-4c4f-4b32-bfe1-1a15efef7ebe.jpg,2020-03-22T20:54:05Z,"Image copyrightEPAImage caption
 Many people went to parks and other public places in Germany on Sunday
Germany has expanded curbs on social interactions to try to contain the coronavirus outbreak, banning public gatherings of more than two people.
In a te… [+3621 chars]"
329,"{'id': None, 'name': 'Marketwatch.com'}",MarketWatch,"NewsWatch: As Dow wipes out over 3 years of stock-market gains, here’s a warning about calling the bottom",Some investors might feel a strong temptation once the market finally shows some stability to declare that the lows are in. But some Wall Street veterans have a word of advice.,https://www.marketwatch.com/story/as-dow-wipes-out-over-3-years-of-stock-market-gains-heres-a-warning-about-calling-the-bottom-2020-03-22,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png,2020-03-22T20:00:13Z,"Some investors might feel a strong temptation once the market finally shows some stability to declare that the lows are in. But some Wall Street veterans have a word of advice. See full story.
Fed will make up to $4 trillion in loans to businesses to rescue … [+1323 chars]"
330,"{'id': None, 'name': 'Yahoo.com'}",By Alaa Swilam and Alexander Cornwell,Saudi coronavirus cases pass 500; Emirates cancels most passenger flights,Saudi Arabia reported a jump of almost a quarter in coronavirus cases on Sunday while the United Arab Emirates pumped more money into its economy as its stat...,https://news.yahoo.com/saudi-coronavirus-cases-pass-500-173118143.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,2020-03-22T17:31:18Z,"By Alaa Swilam and Alexander Cornwell
DUBAI (Reuters) - Saudi Arabia reported a jump of almost a quarter in coronavirus cases on Sunday while the United Arab Emirates pumped more money into its economy as its state-owned carrier Emirates said it would halt a… [+2902 chars]"
